ts,coin_id,signal,price,stop,target,rr,expected_return_pct,ema200,rsi14,atr14
2025-10-24 13:00:00+02:00,AVNTUSDT,LONG,0.7796,0.733396,0.848907,1.5,8.89,0.632278,64.14,0.030803
2025-10-24 13:00:00+02:00,YBUSDT,SHORT,0.4648,0.493651,0.421523,1.5,9.31,0.486199,45.9,0.019234
2025-10-24 13:00:00+02:00,DEGOUSDT,SHORT,1.299,1.543667,0.931999,1.5,28.25,1.500234,42.93,0.163112
2025-10-24 13:00:00+02:00,AVNTUSDT,LONG,0.7836,0.737396,0.852907,1.5,8.84,0.632318,65.18,0.030803
2025-10-24 13:00:00+02:00,YBUSDT,SHORT,0.464,0.492851,0.420723,1.5,9.33,0.486191,45.62,0.019234
2025-10-24 13:00:00+02:00,DEGOUSDT,SHORT,1.301,1.545667,0.933999,1.5,28.21,1.500254,43.01,0.163112
2025-10-24 13:00:00+02:00,AVNTUSDT,LONG,0.7833,0.737096,0.852607,1.5,8.85,0.632315,65.1,0.030803
2025-10-24 13:00:00+02:00,YBUSDT,SHORT,0.4659,0.494751,0.422623,1.5,9.29,0.48621,46.29,0.019234
2025-10-24 14:00:00+02:00,DEGOUSDT,SHORT,1.374,1.614117,1.013824,1.5,26.21,1.499963,45.84,0.160078
2025-10-24 14:00:00+02:00,YBUSDT,SHORT,0.4669,0.493787,0.42657,1.5,8.64,0.486028,46.65,0.017925
2025-10-24 14:00:00+02:00,DEGOUSDT,SHORT,1.359,1.610903,0.981146,1.5,27.8,1.499814,45.37,0.167935
2025-10-24 14:00:00+02:00,AVNTUSDT,LONG,0.7868,0.742688,0.852968,1.5,8.41,0.633809,65.14,0.029408
2025-10-24 14:00:00+02:00,YBUSDT,SHORT,0.464,0.491326,0.423011,1.5,8.83,0.486,45.54,0.018217
2025-10-24 14:00:00+02:00,DEGOUSDT,SHORT,1.379,1.630903,1.001146,1.5,27.4,1.500013,46.0,0.167935
2025-10-24 14:00:00+02:00,AVNTUSDT,LONG,0.7839,0.73936,0.85071,1.5,8.52,0.63378,64.72,0.029694
2025-10-24 14:00:00+02:00,DEGOUSDT,SHORT,1.4,1.651903,1.022146,1.5,26.99,1.500222,46.68,0.167935
2025-10-24 14:00:00+02:00,AVNTUSDT,LONG,0.7871,0.742474,0.854039,1.5,8.5,0.633812,65.19,0.029751
2025-10-24 14:00:00+02:00,DEGOUSDT,SHORT,1.436,1.687903,1.058146,1.5,26.31,1.50058,47.99,0.167935
2025-10-24 14:00:00+02:00,AVNTUSDT,LONG,0.7679,0.722203,0.836446,1.5,8.93,0.633621,61.06,0.030465
2025-10-24 14:00:00+02:00,YBUSDT,SHORT,0.4729,0.50194,0.429339,1.5,9.21,0.486088,49.22,0.01936
2025-10-24 14:00:00+02:00,DEGOUSDT,SHORT,1.443,1.694903,1.065146,1.5,26.19,1.50065,48.24,0.167935
2025-10-24 14:00:00+02:00,AVNTUSDT,LONG,0.778,0.732163,0.846755,1.5,8.84,0.633722,63.71,0.030558
2025-10-24 14:00:00+02:00,YBUSDT,SHORT,0.4726,0.50164,0.429039,1.5,9.22,0.486085,49.1,0.01936
2025-10-24 14:00:00+02:00,VIRTUALUSDT,LONG,0.934,0.881162,1.013256,1.5,8.49,0.79474,72.72,0.035225
2025-10-24 15:00:00+02:00,DEGOUSDT,LONG,1.503,1.261728,1.864908,1.5,24.08,1.501156,50.29,0.160848
2025-10-24 15:00:00+02:00,AVNTUSDT,LONG,0.7827,0.739966,0.846801,1.5,8.19,0.635241,64.55,0.028489
2025-10-24 15:00:00+02:00,YBUSDT,SHORT,0.4697,0.496816,0.429026,1.5,8.66,0.485907,47.89,0.018077
2025-10-24 15:00:00+02:00,VIRTUALUSDT,LONG,0.9041,0.853901,0.979399,1.5,8.33,0.795579,68.52,0.033466
2025-10-24 15:00:00+02:00,DEGOUSDT,LONG,1.529,1.284942,1.895087,1.5,23.94,1.501415,51.19,0.162705
2025-10-24 15:00:00+02:00,DEGOUSDT,LONG,1.612,1.358299,1.992551,1.5,23.61,1.50224,53.83,0.169134
2025-10-24 15:00:00+02:00,VIRTUALUSDT,LONG,0.9115,0.860197,0.988454,1.5,8.44,0.795653,70.27,0.034202
2025-10-24 15:00:00+02:00,DEGOUSDT,LONG,1.594,1.339871,1.975194,1.5,23.91,1.502061,53.28,0.169419
2025-10-24 15:00:00+02:00,YBUSDT,SHORT,0.4726,0.500305,0.431042,1.5,8.79,0.485936,49.14,0.01847
2025-10-24 15:00:00+02:00,VIRTUALUSDT,LONG,0.9072,0.855897,0.984154,1.5,8.48,0.79561,69.45,0.034202
2025-10-24 15:00:00+02:00,DEGOUSDT,LONG,1.585,1.330871,1.966194,1.5,24.05,1.501972,53.0,0.169419
2025-10-24 15:00:00+02:00,YBUSDT,SHORT,0.4647,0.492855,0.422467,1.5,9.09,0.485858,45.9,0.01877
2025-10-24 15:00:00+02:00,VIRTUALUSDT,LONG,0.8989,0.847179,0.976481,1.5,8.63,0.795528,67.02,0.03448
2025-10-24 15:00:00+02:00,DEGOUSDT,LONG,1.619,1.364871,2.000194,1.5,23.55,1.50231,54.04,0.169419
2025-10-24 15:00:00+02:00,AVNTUSDT,LONG,0.8087,0.762366,0.878201,1.5,8.59,0.6355,68.31,0.030889
2025-10-24 15:00:00+02:00,YBUSDT,SHORT,0.4614,0.48992,0.418621,1.5,9.27,0.485825,44.67,0.019013
2025-10-24 15:00:00+02:00,VIRTUALUSDT,LONG,0.8936,0.841365,0.971952,1.5,8.77,0.795475,65.56,0.034823
2025-10-24 16:00:00+02:00,DEGOUSDT,LONG,1.604,1.367273,1.959091,1.5,22.14,1.503126,53.6,0.157818
2025-10-24 16:00:00+02:00,YBUSDT,SHORT,0.4649,0.491684,0.424724,1.5,8.64,0.485661,45.94,0.017856
2025-10-24 16:00:00+02:00,VIRTUALUSDT,LONG,0.9085,0.859621,0.981818,1.5,8.07,0.796731,69.6,0.032586
2025-10-24 16:00:00+02:00,ZECUSDT,LONG,256.38,244.03097,274.903546,1.5,7.23,244.227833,51.67,8.232687
2025-10-24 16:00:00+02:00,DEGOUSDT,LONG,1.606,1.36263,1.971055,1.5,22.73,1.503146,53.67,0.162247
2025-10-24 16:00:00+02:00,YBUSDT,SHORT,0.4677,0.494763,0.427106,1.5,8.68,0.485689,47.22,0.018042
2025-10-24 16:00:00+02:00,VIRTUALUSDT,LONG,0.9016,0.85121,0.977184,1.5,8.38,0.796663,67.67,0.033593
2025-10-24 16:00:00+02:00,AVNTUSDT,LONG,0.8208,0.77274,0.89289,1.5,8.78,0.637185,70.05,0.03204
2025-10-24 16:00:00+02:00,YBUSDT,SHORT,0.4698,0.497495,0.428258,1.5,8.84,0.48571,48.18,0.018463
2025-10-24 16:00:00+02:00,VIRTUALUSDT,LONG,0.901,0.850396,0.976906,1.5,8.42,0.796657,67.49,0.033736
2025-10-24 16:00:00+02:00,DEGOUSDT,LONG,1.639,1.390273,2.012091,1.5,22.76,1.503474,54.72,0.165818
2025-10-24 16:00:00+02:00,VIRTUALUSDT,LONG,0.898,0.847043,0.974436,1.5,8.51,0.796627,66.57,0.033972
2025-10-24 16:00:00+02:00,AVNTUSDT,LONG,0.8361,0.76929,0.936315,1.5,11.99,0.637337,71.84,0.04454
2025-10-24 16:00:00+02:00,DEGOUSDT,LONG,1.651,1.402273,2.024091,1.5,22.6,1.503593,55.09,0.165818
2025-10-24 16:00:00+02:00,YBUSDT,SHORT,0.4647,0.492748,0.422627,1.5,9.05,0.485659,45.86,0.018699
2025-10-24 16:00:00+02:00,AVNTUSDT,LONG,0.8441,0.77729,0.944315,1.5,11.87,0.637417,72.69,0.04454
2025-10-24 16:00:00+02:00,VIRTUALUSDT,LONG,0.9193,0.867882,0.996427,1.5,8.39,0.796839,71.06,0.034279
2025-10-24 16:00:00+02:00,YBUSDT,SHORT,0.4687,0.496748,0.426627,1.5,8.98,0.485699,47.68,0.018699
2025-10-24 17:00:00+02:00,AVNTUSDT,LONG,0.8529,0.790358,0.946713,1.5,11.0,0.639613,73.6,0.041694
2025-10-24 17:00:00+02:00,YBUSDT,SHORT,0.4686,0.494741,0.429388,1.5,8.37,0.485536,47.64,0.017428
2025-10-24 17:00:00+02:00,DEGOUSDT,LONG,1.628,1.392753,1.98087,1.5,21.68,1.504635,54.35,0.156831
2025-10-24 17:00:00+02:00,YBUSDT,SHORT,0.4641,0.490981,0.423779,1.5,8.69,0.485492,45.72,0.01792
2025-10-24 17:00:00+02:00,AVNTUSDT,LONG,0.8301,0.765265,0.927352,1.5,11.72,0.639387,67.98,0.043223
2025-10-24 17:00:00+02:00,DEGOUSDT,LONG,1.599,1.361825,1.954763,1.5,22.25,1.504347,53.2,0.158117
2025-10-24 17:00:00+02:00,YBUSDT,SHORT,0.4601,0.48742,0.41912,1.5,8.91,0.485452,44.14,0.018213
2025-10-24 17:00:00+02:00,AVNTUSDT,LONG,0.8178,0.750823,0.918266,1.5,12.28,0.639264,65.02,0.044652
2025-10-24 17:00:00+02:00,DEGOUSDT,LONG,1.624,1.386718,1.979923,1.5,21.92,1.504595,54.19,0.158188
2025-10-24 17:00:00+02:00,VIRTUALUSDT,LONG,0.9194,0.868216,0.996176,1.5,8.35,0.797959,71.17,0.034123
2025-10-24 17:00:00+02:00,YBUSDT,SHORT,0.4654,0.49272,0.42442,1.5,8.81,0.485505,46.26,0.018213
2025-10-24 17:00:00+02:00,AVNTUSDT,LONG,0.8204,0.753423,0.920866,1.5,12.25,0.63929,65.62,0.044652
2025-10-24 17:00:00+02:00,DEGOUSDT,LONG,1.617,1.379718,1.972923,1.5,22.01,1.504526,53.91,0.158188
2025-10-24 17:00:00+02:00,VIRTUALUSDT,LONG,0.9156,0.864416,0.992376,1.5,8.39,0.797922,70.64,0.034123
2025-10-24 17:00:00+02:00,AVNTUSDT,LONG,0.8229,0.755923,0.923366,1.5,12.21,0.639315,66.22,0.044652
2025-10-24 17:00:00+02:00,DEGOUSDT,LONG,1.581,1.342111,1.939334,1.5,22.67,1.504168,52.51,0.15926
2025-10-24 17:00:00+02:00,YBUSDT,SHORT,0.4632,0.49052,0.42222,1.5,8.85,0.485483,45.35,0.018213
2025-10-24 18:00:00+02:00,AVNTUSDT,LONG,0.8091,0.745948,0.903828,1.5,11.71,0.640902,63.02,0.042101
2025-10-24 18:00:00+02:00,VIRTUALUSDT,LONG,0.8958,0.847715,0.967928,1.5,8.05,0.798682,65.07,0.032057
2025-10-24 18:00:00+02:00,YBUSDT,SHORT,0.4618,0.487286,0.42357,1.5,8.28,0.485229,44.85,0.016991
2025-10-24 18:00:00+02:00,AVNTUSDT,LONG,0.8145,0.749869,0.911446,1.5,11.9,0.640956,64.09,0.043087
2025-10-24 18:00:00+02:00,DEGOUSDT,LONG,1.558,1.315075,1.922388,1.5,23.39,1.504073,51.66,0.16195
2025-10-24 18:00:00+02:00,VIRTUALUSDT,LONG,0.8879,0.838518,0.961972,1.5,8.34,0.798604,62.84,0.032921
2025-10-24 18:00:00+02:00,YBUSDT,SHORT,0.4684,0.494883,0.428676,1.5,8.48,0.485295,48.07,0.017655
2025-10-24 18:00:00+02:00,DEGOUSDT,LONG,1.58,1.337075,1.944388,1.5,23.06,1.504292,52.42,0.16195
2025-10-24 18:00:00+02:00,VIRTUALUSDT,LONG,0.8913,0.841918,0.965372,1.5,8.31,0.798637,63.89,0.032921
2025-10-24 18:00:00+02:00,YBUSDT,SHORT,0.4697,0.497136,0.428545,1.5,8.76,0.485308,48.66,0.018291
2025-10-24 18:00:00+02:00,DEGOUSDT,LONG,1.64,1.39386,2.009209,1.5,22.51,1.504889,54.36,0.164093
2025-10-24 18:00:00+02:00,YBUSDT,SHORT,0.4668,0.494236,0.425645,1.5,8.82,0.485279,47.32,0.018291
2025-10-24 18:00:00+02:00,AVNTUSDT,LONG,0.8146,0.747912,0.914632,1.5,12.28,0.640957,64.1,0.044459
2025-10-24 18:00:00+02:00,VIRTUALUSDT,LONG,0.8774,0.826497,0.953754,1.5,8.7,0.798499,59.79,0.033935
2025-10-24 18:00:00+02:00,YBUSDT,SHORT,0.4659,0.493336,0.424745,1.5,8.83,0.48527,46.89,0.018291
2025-10-24 18:00:00+02:00,AVNTUSDT,LONG,0.8247,0.758012,0.924732,1.5,12.13,0.641057,65.4,0.044459
2025-10-24 18:00:00+02:00,VIRTUALUSDT,LONG,0.8787,0.827797,0.955054,1.5,8.69,0.798512,60.15,0.033935
2025-10-24 19:00:00+02:00,AVNTUSDT,LONG,0.8344,0.772215,0.927677,1.5,11.18,0.643085,66.45,0.041456
2025-10-24 19:00:00+02:00,DEGOUSDT,LONG,1.695,1.455421,2.054368,1.5,21.2,1.50742,55.9,0.159719
2025-10-24 19:00:00+02:00,VIRTUALUSDT,LONG,0.8826,0.83529,0.953565,1.5,8.04,0.799387,61.26,0.03154
2025-10-24 19:00:00+02:00,YBUSDT,SHORT,0.462,0.487616,0.423576,1.5,8.32,0.485012,45.02,0.017077
2025-10-24 19:00:00+02:00,AVNTUSDT,LONG,0.8469,0.782808,0.943038,1.5,11.35,0.64321,68.05,0.042728
2025-10-24 19:00:00+02:00,DEGOUSDT,LONG,1.71,1.466993,2.074511,1.5,21.32,1.50757,56.44,0.162005
2025-10-24 19:00:00+02:00,VIRTUALUSDT,LONG,0.8908,0.841958,0.964063,1.5,8.22,0.799469,62.82,0.032561
2025-10-24 19:00:00+02:00,AVNTUSDT,LONG,0.863,0.797226,0.961661,1.5,11.43,0.64337,69.78,0.043849
2025-10-24 19:00:00+02:00,VIRTUALUSDT,LONG,0.89,0.840462,0.964308,1.5,8.35,0.799461,62.67,0.033026
2025-10-24 19:00:00+02:00,YBUSDT,SHORT,0.4616,0.487677,0.422485,1.5,8.47,0.485008,44.85,0.017384
2025-10-24 19:00:00+02:00,AVNTUSDT,LONG,0.8705,0.80358,0.970881,1.5,11.53,0.643444,70.53,0.044614
2025-10-24 19:00:00+02:00,DEGOUSDT,LONG,1.69,1.443564,2.059654,1.5,21.87,1.507371,55.7,0.164291
2025-10-24 19:00:00+02:00,YBUSDT,SHORT,0.4633,0.489377,0.424185,1.5,8.44,0.485025,45.62,0.017384
2025-10-24 19:00:00+02:00,ZECUSDT,LONG,257.97,245.707232,276.364152,1.5,7.13,244.516591,53.47,8.175179
2025-10-24 19:00:00+02:00,AVNTUSDT,LONG,0.8688,0.801312,0.970032,1.5,11.65,0.643428,70.36,0.044992
2025-10-24 19:00:00+02:00,VIRTUALUSDT,LONG,0.8931,0.843465,0.967552,1.5,8.34,0.799492,63.23,0.03309
2025-10-24 19:00:00+02:00,YBUSDT,SHORT,0.4607,0.486937,0.421344,1.5,8.54,0.484999,44.45,0.017492
2025-10-24 19:00:00+02:00,VIRTUALUSDT,LONG,0.8912,0.841565,0.965652,1.5,8.35,0.799473,62.89,0.03309
2025-10-24 19:00:00+02:00,AVNTUSDT,LONG,0.8604,0.792912,0.961632,1.5,11.77,0.643344,69.51,0.044992
2025-10-24 20:00:00+02:00,AVNTUSDT,LONG,0.8609,0.798072,0.955143,1.5,10.95,0.645524,69.42,0.041886
2025-10-24 20:00:00+02:00,DEGOUSDT,LONG,1.77,1.536651,2.120023,1.5,19.78,1.510801,58.15,0.155566
2025-10-24 20:00:00+02:00,DEGOUSDT,LONG,1.808,1.569616,2.165576,1.5,19.78,1.51118,59.3,0.158923
2025-10-24 20:00:00+02:00,VIRTUALUSDT,LONG,0.9071,0.858985,0.979272,1.5,7.96,0.800565,65.73,0.032076
2025-10-24 20:00:00+02:00,AVNTUSDT,LONG,0.844,0.778643,0.942035,1.5,11.62,0.645355,65.4,0.043571
2025-10-24 20:00:00+02:00,DEGOUSDT,LONG,1.833,1.591401,2.195398,1.5,19.77,1.511428,60.0,0.161066
2025-10-24 20:00:00+02:00,VIRTUALUSDT,LONG,0.9058,0.857685,0.977972,1.5,7.97,0.800552,65.51,0.032076
2025-10-24 20:00:00+02:00,AVNTUSDT,LONG,0.8457,0.780343,0.943735,1.5,11.59,0.645372,65.78,0.043571
2025-10-24 20:00:00+02:00,DEGOUSDT,LONG,1.824,1.580687,2.188969,1.5,20.01,1.511339,59.75,0.162209
2025-10-24 20:00:00+02:00,VIRTUALUSDT,LONG,0.8986,0.850485,0.970772,1.5,8.03,0.80048,64.25,0.032076
2025-10-24 20:00:00+02:00,AVNTUSDT,LONG,0.8439,0.777943,0.942835,1.5,11.72,0.645354,65.38,0.043971
