t,o,h,l,c,v
1761441300000,3953.81,3954.73,3949.03,3950.99,1360.0439
1761442200000,3951.0,3954.0,3949.0,3950.01,412.7032
1761443100000,3950.01,3950.93,3919.03,3933.14,7346.0836
1761444000000,3933.14,3933.76,3923.0,3929.38,2281.3137
1761444900000,3929.38,3936.53,3927.35,3936.53,1482.9304
1761445800000,3936.53,3939.02,3930.0,3931.81,1022.9216
1761446700000,3931.8,3932.88,3926.0,3930.55,978.6764
1761447600000,3930.55,3930.55,3923.55,3926.29,1656.4713
1761448500000,3926.29,3936.53,3925.18,3933.65,1373.8283
1761449400000,3933.66,3933.66,3926.76,3927.84,686.2245
1761450300000,3927.84,3932.6,3926.08,3931.82,784.1755
1761451200000,3931.82,3931.91,3929.48,3930.89,560.009
1761452100000,3930.89,3939.29,3928.83,3935.55,1887.5144
1761453000000,3935.56,3939.28,3933.2,3935.43,765.6215
1761453900000,3935.43,3941.91,3935.4,3939.93,770.4507
1761454800000,3939.94,3941.95,3937.6,3940.61,630.6447
1761455700000,3940.61,3943.5,3939.58,3942.73,574.7263
1761456600000,3942.74,3946.47,3941.35,3945.01,939.9156
1761457500000,3945.0,3946.55,3942.83,3942.85,1248.8803
1761458400000,3942.85,3943.42,3938.66,3941.15,709.2738
1761459300000,3941.15,3945.85,3940.16,3945.6,1208.4929
1761460200000,3945.6,3946.41,3942.65,3944.43,914.5604
1761461100000,3944.44,3945.75,3943.14,3944.88,586.8331
1761462000000,3944.88,3945.84,3942.79,3945.3,569.3868
1761462900000,3945.29,3946.74,3941.71,3942.05,976.3884
1761463800000,3942.05,3950.98,3942.04,3950.46,1774.6175
1761464700000,3950.46,3956.59,3950.46,3951.57,1784.7064
1761465600000,3951.57,3956.27,3951.54,3955.69,1383.8016
1761466500000,3955.68,3956.46,3951.5,3954.88,954.1308
1761467400000,3954.88,3958.02,3951.08,3957.58,1194.7528
1761468300000,3957.57,3967.84,3956.62,3960.05,2822.0799
1761469200000,3960.05,3961.2,3956.41,3958.66,843.9518
1761470100000,3958.66,4005.0,3958.65,4003.15,13464.6232
1761471000000,4003.15,4011.25,3983.39,3988.44,10305.8653
1761471900000,3988.44,3991.7,3978.77,3987.91,3749.4209
1761472800000,3987.91,3990.0,3977.0,3984.98,4024.2275
1761473700000,3984.98,3986.0,3977.0,3981.22,2733.2434
1761474600000,3981.22,3984.18,3974.7,3983.52,3140.1935
1761475500000,3983.53,3988.04,3980.0,3983.19,3616.6744
1761476400000,3983.19,3985.74,3976.59,3981.15,2172.5411
1761477300000,3981.15,4006.0,3981.14,4001.0,4909.8455
1761478200000,4001.0,4047.1,4000.99,4042.2,15065.9368
1761479100000,4042.2,4054.97,4025.37,4044.99,11393.5346
1761480000000,4044.98,4057.76,4040.66,4047.79,7567.6676
1761480900000,4047.8,4060.14,4045.0,4054.02,7099.6606
1761481800000,4054.03,4066.67,4048.63,4049.5,6145.6937
1761482700000,4049.5,4078.0,4049.5,4072.89,13627.4834
1761483600000,4072.9,4079.94,4065.8,4070.88,6209.0447
1761484500000,4070.88,4082.37,4062.33,4080.31,5075.6653
1761485400000,4080.32,4099.02,4075.6,4090.98,8942.8031
1761486300000,4090.97,4098.0,4080.04,4083.52,6486.2301
1761487200000,4083.52,4091.0,4079.1,4086.38,3323.0268
1761488100000,4086.37,4089.27,4073.93,4077.66,3413.3437
1761489000000,4077.65,4083.32,4073.52,4077.15,3011.9537
1761489900000,4077.15,4077.15,4063.13,4066.86,4718.098
1761490800000,4066.86,4070.8,4059.69,4070.52,4346.6905
1761491700000,4070.52,4076.71,4063.07,4074.74,4852.1941
1761492600000,4074.74,4077.47,4063.89,4068.81,2014.9942
1761493500000,4068.8,4076.16,4068.19,4075.29,2188.0642
1761494400000,4075.29,4076.04,4060.01,4060.49,3351.839
1761495300000,4060.49,4060.49,4046.29,4054.8,4250.9428
1761496200000,4054.79,4063.34,4050.0,4061.84,1903.2176
1761497100000,4061.83,4064.66,4052.67,4055.57,2682.7481
1761498000000,4055.58,4065.22,4053.16,4061.85,3683.0462
1761498900000,4061.84,4068.83,4059.57,4064.26,2831.0091
1761499800000,4064.26,4067.4,4061.73,4064.65,1418.9154
1761500700000,4064.66,4068.38,4058.53,4059.44,1846.7114
1761501600000,4059.43,4075.63,4057.7,4071.4,3433.8482
1761502500000,4071.4,4080.25,4065.7,4066.64,3219.8423
1761503400000,4066.63,4075.85,4066.63,4073.57,1827.1487
1761504300000,4073.57,4079.22,4070.85,4072.23,1597.3403
1761505200000,4072.24,4072.25,4065.49,4068.74,1080.709
1761506100000,4068.74,4072.54,4065.24,4070.64,1696.7204
1761507000000,4070.64,4071.89,4066.19,4067.5,1978.909
1761507900000,4067.5,4068.83,4065.08,4067.94,1007.9056
1761508800000,4067.94,4067.94,4059.17,4063.55,1131.2378
1761509700000,4063.55,4066.66,4054.48,4061.78,2656.6146
1761510600000,4061.36,4069.22,4061.35,4069.21,757.0967
1761572700000,4147.79,4188.0,4142.5,4178.02,16626.5872
1761573600000,4178.02,4183.62,4139.65,4149.6,14939.7461
1761574500000,4149.6,4152.69,4124.52,4147.59,11076.138
1761575400000,4147.6,4160.97,4136.21,4148.01,6240.9292
1761576300000,4148.02,4153.21,4139.02,4148.96,3483.1198
1761577200000,4148.95,4169.7,4147.56,4169.69,4019.1148
1761578100000,4169.7,4171.16,4155.32,4166.23,4219.0639
1761579000000,4166.23,4173.4,4161.87,4163.12,3146.6992
1761579900000,4163.11,4176.66,4162.74,4172.96,3048.2317
1761580800000,4172.95,4194.87,4172.95,4187.24,5866.3763
1761581700000,4187.25,4197.6,4183.41,4192.78,3799.7814
1761582600000,4192.77,4217.77,4189.13,4205.36,8801.3229
1761583500000,4205.35,4218.78,4204.34,4214.55,3472.68
1761584400000,4214.55,4219.89,4209.23,4218.41,2833.0197
1761585300000,4218.42,4222.0,4203.29,4203.86,3375.0198
1761586200000,4203.85,4220.42,4198.84,4217.01,2858.6048
1761587100000,4217.02,4225.68,4211.25,4221.44,2536.3956
1761588000000,4221.43,4233.32,4213.65,4230.82,3132.7955
1761588900000,4230.82,4233.48,4206.15,4209.9,3235.3135
1761589800000,4209.89,4221.6,4208.5,4218.8,3333.0198
1761590700000,4218.79,4225.34,4215.0,4215.12,2373.0997
1761591600000,4215.11,4217.95,4183.5,4216.35,5909.8418
1761592500000,4216.35,4221.04,4207.57,4213.52,2644.8929
1761593400000,4213.52,4213.53,4192.86,4199.52,3627.8706
1761594300000,4199.53,4205.68,4187.21,4193.96,2952.7638
1761595200000,4193.95,4195.79,4143.36,4150.28,13092.8105
1761596100000,4150.29,4165.24,4145.12,4151.38,3408.2556
1761597000000,4151.37,4153.42,4138.68,4140.73,4877.7147
1761597900000,4140.73,4142.23,4128.79,4128.8,4532.059
1761598800000,4128.8,4139.21,4126.23,4127.16,2530.1432
1761599700000,4127.17,4132.69,4095.0,4108.99,9045.2124
1761600600000,4109.0,4131.93,4108.06,4122.97,3581.3331
1761601500000,4122.97,4138.24,4115.17,4116.44,3160.4785
1761602400000,4116.43,4132.18,4110.1,4130.38,2725.7939
1761603300000,4130.39,4144.61,4128.1,4136.0,3479.6462
1761604200000,4136.0,4137.08,4119.76,4120.83,2958.8203
1761605100000,4120.82,4132.22,4118.0,4122.82,2616.845
1761606000000,4122.82,4123.66,4109.28,4115.21,2824.7298
1761606900000,4115.21,4116.84,4102.76,4112.71,3391.5101
1761607800000,4112.72,4127.63,4112.18,4125.68,3470.0836
1761608700000,4125.68,4128.06,4118.25,4120.15,2341.0881
1761609600000,4120.16,4125.06,4107.18,4120.38,2758.6359
1761610500000,4120.39,4133.88,4117.99,4127.26,2498.2187
1761611400000,4127.26,4127.26,4112.21,4120.03,2250.2948
1761612300000,4120.02,4123.05,4107.48,4115.49,5853.2411
1761613200000,4115.49,4128.98,4115.49,4127.03,2488.3629
1761614100000,4127.03,4133.34,4123.08,4130.01,2942.435
1761615000000,4130.0,4140.31,4121.75,4138.05,3147.9184
1761615900000,4138.05,4141.6,4135.0,4136.73,3169.1015
1761616800000,4136.74,4143.13,4124.63,4125.89,3669.6872
1761617700000,4125.87,4129.0,4109.03,4118.74,4764.9952
1761618600000,4118.74,4121.15,4112.6,4112.94,2532.6986
1761619500000,4112.95,4115.07,4074.7,4095.72,13945.9495
1761620400000,4095.72,4100.8,4069.8,4073.22,7565.7593
1761621300000,4073.22,4096.42,4073.21,4095.58,6412.0331
1761622200000,4095.58,4095.93,4080.98,4089.29,2288.6283
1761623100000,4089.29,4095.98,4084.16,4094.32,1792.606
1761624000000,4094.31,4101.76,4088.17,4100.61,1838.1937
1761624900000,4100.61,4104.88,4096.88,4097.64,1862.3806
1761625800000,4097.64,4104.58,4093.56,4097.6,2145.9816
1761626700000,4097.59,4108.46,4097.03,4100.01,1771.3753
1761627600000,4100.01,4104.43,4092.62,4093.01,1067.1035
1761628500000,4093.01,4100.2,4088.81,4098.4,2188.4364
1761629400000,4098.4,4098.4,4082.11,4082.43,2134.2718
1761630300000,4082.42,4082.42,4066.58,4068.6,9092.1165
1761631200000,4068.59,4081.65,4067.99,4079.14,2561.1172
1761632100000,4079.14,4087.43,4077.0,4085.51,3104.4196
1761633000000,4085.51,4098.86,4082.16,4098.85,2282.4352
1761633900000,4098.86,4114.75,4098.83,4112.84,3471.378
1761634800000,4112.85,4127.0,4111.81,4116.81,4135.7153
1761635700000,4116.8,4123.86,4111.0,4121.37,5181.8702
1761636600000,4121.38,4125.32,4116.63,4123.72,2446.5035
1761637500000,4123.71,4125.0,4114.27,4117.24,1707.3479
1761638400000,4117.25,4120.9,4110.27,4111.02,1893.3487
1761639300000,4111.01,4132.85,4111.01,4127.62,2346.5333
1761640200000,4127.61,4134.95,4126.65,4133.74,1670.3719
1761641100000,4133.74,4136.1,4122.58,4123.99,2143.7358
1761642000000,4123.99,4129.5,4112.84,4117.51,2709.7673
1761642900000,4117.51,4119.84,4104.23,4105.6,2412.4363
1761643800000,4105.61,4125.66,4104.96,4121.0,2606.5737
1761644700000,4121.0,4125.51,4115.14,4122.89,1515.4948
1761645600000,4122.89,4124.81,4111.03,4115.99,1604.9878
1761646500000,4115.98,4122.0,4111.19,4120.0,1778.9143
1761647400000,4120.01,4120.01,4108.89,4113.35,1336.9342
1761648300000,4113.36,4118.93,4113.36,4118.2,2271.0328
1761649200000,4118.2,4118.48,4110.95,4115.82,1346.3782
1761650100000,4115.81,4125.56,4115.53,4120.44,1379.0395
1761651000000,4120.45,4127.42,4118.05,4120.58,1509.842
1761651900000,4120.58,4120.58,4110.12,4112.46,1652.4494
1761652800000,4112.45,4114.96,4107.55,4113.59,1700.1076
1761653700000,4113.58,4113.58,4097.79,4104.12,3093.7324
1761654600000,4104.13,4115.38,4100.69,4114.77,1823.0392
1761655500000,4114.77,4126.41,4113.06,4121.97,2957.9537
1761656400000,4121.99,4139.12,4121.87,4130.59,4414.4145
1761657300000,4130.6,4156.52,4130.57,4141.8,6641.0056
1761658200000,4141.79,4153.96,4132.38,4153.95,5615.5851
1761659100000,4153.95,4167.66,4149.05,4158.6,8173.6261
1761660000000,4158.6,4165.91,4143.48,4165.0,4506.4211
1761660900000,4165.08,4175.55,4148.74,4159.61,8697.8405
1761661800000,4159.6,4165.55,4134.08,4137.02,5695.465
1761662700000,4107.71,4126.58,4071.28,4118.78,17220.5184
1761663600000,4118.78,4140.75,4116.8,4137.4,6076.9888
1761664500000,4137.4,4137.4,4112.36,4113.02,4853.16
1761665400000,4113.01,4115.37,4087.09,4089.19,7525.0598
1761666300000,4089.19,4107.5,4089.19,4096.85,3605.6278
1761667200000,4096.86,4110.0,4094.51,4105.89,2834.3831
1761668100000,4105.89,4121.0,4093.35,4114.99,3920.8543
1761669000000,4115.0,4132.93,4112.81,4120.3,4782.137
1761669900000,4120.29,4141.0,4120.29,4135.0,10683.9447
1761670800000,4135.01,4145.28,4131.0,4140.01,2366.4651
1761671700000,4140.01,4147.0,4133.33,4136.21,2026.2472
1761672600000,4136.22,4147.15,4121.95,4140.8,3090.7505
1761673500000,4140.8,4144.88,4134.02,4140.13,1720.2519
1761674400000,4140.14,4146.97,4128.14,4146.65,2675.1613
1761675300000,4146.66,4151.28,4121.22,4127.2,3678.5597
1761676200000,4127.19,4135.92,4107.54,4108.91,4293.1961
1761677100000,4108.9,4118.1,4104.43,4115.42,2426.6627
1761678000000,4115.43,4118.81,4103.8,4103.8,2240.7585
1761678900000,4103.81,4103.81,4052.53,4055.68,16440.4434
1761679800000,4055.67,4075.64,4050.0,4062.32,9450.3615
1761680700000,4062.32,4063.68,4027.0,4039.39,19625.0969
1761681600000,4039.37,4042.49,3997.0,4001.93,20396.8388
1761682500000,4001.92,4010.22,3967.55,3968.86,26510.1272
1761683400000,3968.87,3999.12,3959.99,3979.15,14107.2259
1761684300000,3979.15,3988.5,3968.0,3979.28,7880.1245
1761685200000,3979.28,3979.66,3931.33,3962.26,20458.7786
1761686100000,3962.25,3969.16,3952.49,3960.12,5583.4903
1761687000000,3960.12,3988.0,3956.24,3984.39,6851.4668
1761687900000,3984.4,3991.85,3978.57,3982.54,4449.5805
1761688800000,3982.53,3990.58,3972.58,3978.14,5883.8426
1761689700000,3978.15,3993.89,3975.89,3993.88,3221.8083
1761690600000,3993.88,3998.23,3984.71,3994.29,4325.3857
1761691500000,3994.28,4000.0,3991.96,3995.24,2413.3052
1761692400000,3995.24,3996.17,3981.97,3984.74,2884.9538
1761693300000,3984.74,3990.35,3977.11,3980.53,1936.1672
1761694200000,3980.52,3992.52,3978.18,3982.78,2756.1201
1761695100000,3982.78,3987.13,3979.16,3979.2,3303.6255
1761696000000,3979.19,3985.04,3973.07,3985.03,6075.5973
1761696900000,3985.03,3988.9,3979.31,3987.7,1589.1947
1761697800000,3987.7,3993.0,3981.6,3982.62,1208.8305
1761698700000,3982.62,3982.62,3969.79,3972.99,3857.2298
1761699600000,3972.98,3980.0,3964.56,3974.87,3171.5493
1761700500000,3974.88,3982.34,3967.21,3970.78,2858.8665
1761701400000,3970.77,4008.89,3970.6,3994.82,5681.8267
1761702300000,3994.82,3994.82,3975.0,3982.45,3745.2385
1761703200000,3982.45,3987.7,3981.1,3985.17,1462.6851
1761704100000,3985.12,3996.5,3981.65,3994.89,1841.693
1761705000000,3994.89,3999.0,3991.12,3996.98,1614.3454
1761705900000,3996.97,4004.9,3995.0,4002.97,1426.7734
1761706800000,4002.97,4002.97,3986.21,3995.49,2062.9393
1761707700000,3995.5,4000.0,3986.36,3992.0,2082.0881
1761708600000,3992.0,4001.02,3991.67,3998.5,1259.5955
1761709500000,3998.51,4002.26,3996.2,3997.66,719.5654
1761710400000,3997.66,4007.14,3996.0,4007.14,3984.7972
1761711300000,4007.13,4011.59,4006.2,4010.53,2579.8457
1761712200000,4010.53,4020.6,4010.13,4013.15,2859.1783
1761713100000,4013.16,4017.89,4013.15,4013.78,1798.7997
1761714000000,4013.78,4019.47,4012.55,4015.95,2001.4747
1761714900000,4015.95,4025.96,4015.95,4022.59,2560.5025
1761715800000,4022.6,4036.0,4019.75,4031.92,4000.9372
1761716700000,4031.92,4035.74,4026.0,4026.98,1770.7998
1761717600000,4026.98,4036.66,4024.7,4029.89,1589.6909
1761718500000,4029.89,4031.73,4025.39,4027.3,1248.6007
1761719400000,4027.3,4031.35,4017.12,4018.99,2334.8742
1761720300000,4019.0,4029.65,4018.99,4024.54,1882.7363
1761721200000,4024.55,4024.68,4019.85,4020.98,986.6546
1761722100000,4020.98,4031.45,4019.5,4029.55,1475.0823
1761723000000,4029.56,4030.45,4013.23,4015.78,3648.6024
1761723900000,4015.79,4027.68,4011.95,4025.06,3243.9727
1761724800000,4025.07,4027.17,4013.0,4013.0,2345.2708
1761725700000,4013.0,4020.29,4013.0,4018.5,2470.3949
1761726600000,4018.5,4020.35,4003.95,4007.85,5048.2293
1761727500000,4007.84,4012.89,4004.74,4007.66,1523.8515
1761728400000,4007.66,4009.6,3992.3,3994.66,3746.3971
1761729300000,3994.65,4005.87,3992.64,3996.62,2589.2714
1761730200000,3996.63,4002.36,3986.4,4000.79,2535.0242
1761731100000,4000.79,4005.56,3997.17,3997.37,2718.541
1761732000000,3997.36,4002.33,3992.58,3994.12,1904.1014
1761732900000,3994.13,4001.19,3992.59,3997.8,1859.6761
1761733800000,3997.8,4004.33,3993.5,3999.35,2059.392
1761734700000,3999.35,4003.45,3988.43,3989.07,2246.0486
1761735600000,3989.07,4003.13,3983.6,4002.23,3120.188
1761736500000,4002.24,4011.15,4000.58,4009.27,3447.3754
1761737400000,4009.26,4015.67,4005.69,4005.69,2103.8121
1761738300000,4005.69,4015.17,4005.69,4011.01,1562.6885
1761739200000,4011.01,4017.23,4010.0,4011.88,1376.9363
1761740100000,4011.88,4014.67,4004.61,4004.63,1251.6261
1761741000000,4004.62,4012.19,4004.15,4010.86,1237.7574
1761741900000,4010.87,4019.87,4008.08,4016.01,1191.7645
1761742800000,4016.01,4027.54,4013.07,4026.06,4311.2542
1761743700000,4026.06,4029.41,4021.68,4023.66,3342.3609
1761744600000,4023.66,4029.35,3991.69,4002.77,9011.2696
1761745500000,4002.77,4004.19,3983.14,3995.17,6868.7861
1761746400000,3995.16,3997.9,3975.4,3991.41,7207.2588
1761747300000,3991.41,3991.65,3973.77,3977.02,4971.3353
1761748200000,3977.01,3997.0,3973.53,3991.48,4246.8346
1761749100000,3991.48,4000.08,3979.28,3988.57,3365.2677
1761750000000,3988.57,3994.56,3977.0,3977.0,3453.9218
1761750900000,3977.0,3984.72,3967.0,3973.07,5099.3768
1761751800000,3973.08,3981.44,3952.97,3958.59,9572.3271
1761752700000,3958.6,3964.39,3941.61,3951.71,9834.3219
1761753600000,3951.72,3952.21,3926.0,3939.69,24301.7698
1761754500000,3939.69,3968.62,3936.32,3962.81,14488.0825
1761755400000,3962.81,3977.27,3960.64,3970.91,4303.0116
1761756300000,3970.9,3974.19,3959.22,3962.21,5263.5759
1761757200000,3962.2,3975.43,3961.84,3971.47,2565.2679
1761758100000,3971.47,3971.66,3959.83,3966.98,3123.3076
1761759000000,3966.98,4010.61,3964.81,4004.29,9237.7701
1761759900000,4004.3,4016.02,3996.62,4013.8,5127.7249
1761760800000,4013.7,4018.46,3974.77,3983.13,21091.5344
1761761700000,3983.14,4000.41,3982.53,3992.19,4313.9271
1761762600000,3992.19,4006.39,3840.37,3865.08,70173.8264
1761763500000,3865.08,3946.96,3860.0,3917.9,23718.6184
1761764400000,3917.9,3958.62,3916.49,3948.4,11139.1291
1761765300000,3948.46,3953.28,3923.84,3929.0,8336.7619
1761766200000,3928.99,3928.99,3888.12,3900.93,8995.0154
1761767100000,3900.93,3925.0,3900.48,3905.71,4867.6978
1761768000000,3905.7,3921.55,3887.68,3901.89,9113.2603
1761768900000,3901.88,3939.73,3896.63,3935.82,4989.2104
1761769800000,3935.82,3943.69,3926.61,3937.99,2348.1507
1761770700000,3938.0,3953.28,3933.5,3951.47,2436.1086
1761771600000,3951.47,3951.86,3938.7,3939.1,2015.5577
1761772500000,3931.47,3946.9,3931.47,3944.0,1714.5414
1761773400000,3944.01,3963.59,3944.01,3952.8,3105.2833
1761774300000,3952.81,3962.0,3948.5,3956.76,1788.7477
1761775200000,3956.75,3959.85,3940.48,3945.81,2410.705
1761776100000,3945.82,3950.01,3939.73,3940.15,1799.3891
1761777000000,3940.15,3944.98,3934.62,3939.61,1581.8345
1761777900000,3939.61,3949.32,3939.0,3940.8,1281.6395
1761778800000,3940.79,3941.21,3911.77,3912.17,7060.192
1761779700000,3912.16,3923.81,3910.17,3912.09,2255.7401
1761780600000,3912.09,3915.0,3874.01,3892.34,14878.9415
1761781500000,3892.33,3905.0,3890.59,3902.99,6534.7548
1761782400000,3903.0,3909.13,3885.41,3906.05,5358.6725
1761783300000,3906.05,3907.93,3905.51,3907.93,101.3238
1761784200000,3914.08,3918.0,3902.46,3911.64,3115.853
1761785100000,3911.65,3923.91,3906.8,3922.56,2671.4369
1761786000000,3922.55,3925.21,3906.14,3917.21,2997.3796
1761786900000,3917.2,3922.88,3910.18,3913.4,2482.6942
1761787800000,3913.41,3927.4,3911.77,3925.51,1594.8536
1761788700000,3925.52,3935.31,3924.85,3927.55,2616.7562
1761789600000,3927.56,3933.43,3923.52,3933.23,2191.851
1761790500000,3933.23,3948.0,3933.22,3944.17,3963.2575
1761791400000,3944.17,3947.2,3941.42,3945.55,2243.9386
1761792300000,3945.54,3946.97,3938.47,3945.66,1842.5018
1761793200000,3945.66,3946.69,3936.0,3944.58,3287.0783
1761794100000,3944.58,3948.74,3938.0,3939.03,1850.5883
1761795000000,3939.02,3942.99,3933.71,3935.91,2127.2523
1761795900000,3935.91,3936.15,3935.49,3936.15,15.7883
1761796800000,3934.58,3935.05,3882.68,3887.92,9287.1537
1761797700000,3887.92,3898.99,3839.5,3856.47,21986.4851
1761798600000,3856.48,3918.0,3844.32,3892.23,20367.615
1761799500000,3892.22,3902.49,3870.58,3871.73,6583.3052
1761800400000,3871.73,3878.0,3857.05,3872.78,7898.5333
1761801300000,3872.78,3879.6,3860.04,3874.77,4588.4321
1761802200000,3874.76,3916.66,3870.5,3915.07,7240.2201
1761803100000,3915.06,3923.23,3910.55,3916.62,4218.8494
1761804000000,3916.61,3919.5,3902.91,3906.24,3523.1167
1761804900000,3906.24,3910.94,3897.5,3906.89,2306.6954
1761805800000,3906.88,3927.1,3904.66,3921.03,2540.9712
1761806700000,3921.03,3925.47,3913.17,3913.41,2046.3889
1761807600000,3913.41,3931.71,3908.35,3926.89,2448.4419
1761808500000,3926.88,3944.94,3926.17,3934.4,4859.072
1761809400000,3934.4,3939.99,3932.9,3939.99,2145.9421
1761810300000,3940.0,3941.69,3932.37,3940.42,2855.0972
1761811200000,3940.43,3940.43,3926.03,3928.58,3400.8148
1761812100000,3928.58,3933.35,3924.62,3925.47,1251.2984
1761813000000,3925.47,3935.36,3923.8,3933.45,1381.3977
1761813900000,3933.44,3934.9,3916.66,3921.68,1452.3547
1761814800000,3921.67,3924.21,3908.66,3910.19,3417.5326
1761815700000,3910.19,3913.66,3893.16,3905.34,3772.5393
1761816600000,3905.34,3913.94,3892.85,3897.09,3617.9893
1761817500000,3897.1,3907.72,3896.48,3900.19,2025.3275
1761818400000,3900.19,3907.53,3887.38,3890.26,5025.2308
1761819300000,3890.27,3907.52,3888.35,3899.56,2992.0583
1761820200000,3899.56,3906.5,3889.37,3889.89,1572.5837
1761821100000,3889.89,3898.91,3883.2,3892.9,3736.6757
1761822000000,3892.9,3894.73,3878.63,3885.89,2649.1148
1761822900000,3885.88,3894.62,3877.34,3890.67,2213.3849
1761823800000,3890.67,3897.49,3887.69,3892.03,995.2596
1761824700000,3892.03,3896.96,3880.65,3881.1,1700.0501
1761825600000,3881.1,3884.43,3872.53,3874.14,3694.6972
1761826500000,3874.13,3874.13,3842.1,3854.2,9717.723
1761827400000,3854.2,3859.6,3811.0,3812.01,13645.632
1761828300000,3812.01,3821.47,3795.38,3818.28,20228.1212
1761829200000,3818.29,3837.21,3810.24,3829.43,7329.5599
1761830100000,3829.43,3830.06,3806.58,3820.23,7214.0527
1761831000000,3820.23,3820.5,3770.0,3782.41,20589.1034
1761831900000,3782.4,3805.0,3760.67,3766.68,14570.2434
1761832800000,3766.68,3795.81,3765.0,3794.62,11662.7172
1761833700000,3794.61,3794.61,3775.0,3780.07,7578.0253
1761834600000,3780.06,3801.16,3769.3,3797.35,6311.9673
1761835500000,3797.36,3807.71,3782.81,3801.36,9214.6069
1761836400000,3801.36,3807.9,3780.0,3788.99,5675.2697
1761837300000,3788.99,3792.96,3775.37,3783.85,4496.5962
1761838200000,3783.85,3784.54,3761.7,3771.39,8366.6691
1761839100000,3771.38,3776.25,3758.37,3773.69,4946.5247
1761840000000,3773.69,3792.66,3763.07,3790.17,5041.3023
1761840900000,3790.17,3802.37,3778.63,3798.83,3786.4858
1761841800000,3798.84,3799.34,3796.75,3796.75,103.1695
1761842700000,3780.2,3789.5,3774.25,3780.86,3512.7911
1761843600000,3780.87,3780.87,3778.44,3779.03,92.653
1761844500000,3758.65,3759.6,3733.96,3741.87,16297.1299
1761845400000,3741.86,3744.7,3727.22,3744.34,10446.9575
1761846300000,3744.35,3747.39,3744.3,3746.99,171.0672
1761847200000,3770.93,3770.93,3768.66,3768.66,92.761
1761848100000,3753.09,3758.96,3736.1,3740.3,6375.132
1761849000000,3740.31,3750.33,3740.31,3750.33,460.6363
1761849900000,3726.06,3728.24,3724.91,3726.89,239.6257
1761850800000,3721.24,3722.23,3720.17,3720.17,203.7928
1761851700000,3728.56,3731.97,3728.05,3731.04,415.7074
1761852600000,3728.66,3734.1,3728.66,3731.89,222.5957
1761853500000,3701.91,3702.87,3697.03,3697.99,580.3093
1761854400000,3686.93,3692.39,3686.74,3691.93,94.026
1761855300000,3708.43,3709.44,3707.71,3707.71,21.6019
1761856200000,3716.18,3716.72,3713.76,3713.76,317.3086
1761857100000,3736.34,3736.34,3735.4,3735.4,10.2947
1761858000000,3756.8,3756.8,3756.11,3756.11,50.2705
1761858900000,3756.58,3756.59,3756.58,3756.59,0.6727
1761859800000,3755.65,3755.67,3755.3,3755.3,15.4862
1761860700000,3761.32,3761.32,3761.2,3761.21,0.6508
1761861600000,3773.4,3775.92,3773.4,3774.11,41.2929
1761862500000,3772.13,3772.14,3772.13,3772.14,0.2217
1761863400000,3772.54,3772.94,3772.54,3772.94,10.9324
1761864300000,3769.31,3769.32,3769.31,3769.32,0.2343
1761865200000,3783.8,3786.54,3783.8,3786.54,356.7368
1761866100000,3775.79,3777.18,3775.79,3777.17,22.7448
1761867000000,3784.14,3784.14,3784.13,3784.13,1.3855
1761867900000,3785.25,3785.26,3785.25,3785.25,3.9421
1761868800000,3804.95,3804.96,3804.04,3804.05,18.4489
