t,o,h,l,c,v
1761899400000,109830.82,109830.82,109807.99,109807.99,0.70382
1761900300000,109809.53,109809.53,109809.52,109809.52,0.13883
1761901200000,110062.45,110062.45,110062.44,110062.45,0.00959
1761902100000,110144.59,110149.76,110144.58,110149.75,0.13483
1761903000000,109998.84,109998.84,109998.83,109998.83,0.11541
1761903900000,109954.86,109960.64,109954.85,109960.64,0.29656
1761904800000,109848.39,109869.36,109848.39,109869.36,0.30756
1761905700000,109774.28,109774.28,109774.27,109774.27,0.06762
1761906600000,109846.5,109846.5,109846.5,109846.5,0.00606
1761907500000,110086.69,110086.7,110086.41,110086.41,0.01277
1761908400000,109819.21,109819.21,109819.2,109819.21,0.00868
1761909300000,109574.44,109574.45,109574.43,109574.43,0.14512
1761910200000,109521.38,109540.18,109521.37,109540.17,2.772
1761911100000,109595.65,109618.3,109595.65,109618.29,0.94948
1761912000000,110415.62,110415.62,110415.62,110415.62,0.00045
1761912900000,110174.62,110174.62,110174.61,110174.62,0.02494
1761913800000,110170.08,110170.08,110170.07,110170.08,0.03425
1761914700000,109768.2,109768.66,109768.2,109768.65,0.18848
1761915600000,109653.2,109653.2,109653.19,109653.19,0.05924
1761916500000,110035.0,110035.01,110035.0,110035.01,0.05349
1761917400000,109922.59,109922.59,109901.77,109901.77,1.77324
1761918300000,109614.9,109649.71,109614.89,109649.7,0.7023
1761919200000,110157.54,110181.15,110108.01,110108.01,3.09521
1761920100000,109971.02,109971.56,109960.03,109960.04,0.30581
1761921000000,109805.08,109805.09,109753.98,109753.98,1.07719
1761921900000,110028.59,110028.6,110004.4,110004.41,1.58736
1761922800000,110790.14,110797.36,110790.14,110797.35,0.9186
1761923700000,110784.0,110794.27,110779.99,110792.6,1.04676
1761924600000,110487.84,110487.84,110460.06,110460.06,0.90205
1761925500000,110485.84,110492.0,110446.01,110446.01,1.50344
1761926400000,110202.9,110202.91,110194.03,110194.05,0.33792
1761927300000,110097.84,110097.85,110097.84,110097.85,0.00465
1761928200000,110112.71,110112.71,110085.73,110096.96,1.0649
1761929100000,109716.08,109716.09,109703.22,109703.22,2.71991
1761930000000,108845.4,108845.4,108805.84,108805.84,2.59701
1761930900000,108931.69,108940.97,108925.82,108940.97,0.44935
1761931800000,109042.5,109042.5,109016.99,109025.84,0.64658
1761932700000,109284.47,109284.48,109265.29,109265.29,0.53034
1761933600000,109299.98,109323.6,109299.98,109323.6,1.16848
1761934500000,109422.77,109435.26,109422.77,109435.26,0.1003
1761935400000,109232.01,109241.29,109232.0,109241.28,1.25221
1761936300000,109750.49,109750.5,109709.32,109709.32,2.46702
1761937200000,109452.2,109452.2,109424.36,109427.04,0.48063
1761938100000,109358.09,109358.09,109351.12,109351.12,0.41684
1761939000000,109780.01,109792.93,109780.01,109792.93,0.38626
