t,o,h,l,c,v
1761413400000,192.1,192.4,192.1,192.4,4151.627
1761414300000,192.4,192.49,192.25,192.38,5747.227
1761415200000,192.37,193.32,192.3,193.27,20670.772
1761416100000,193.28,193.95,192.82,193.92,35284.529
1761417000000,193.93,194.24,193.72,194.03,38107.871
1761417900000,194.03,194.36,193.82,194.26,21713.814
1761418800000,194.26,194.28,193.93,194.1,18157.648
1761419700000,194.1,194.58,194.1,194.36,25639.944
1761420600000,194.35,194.62,194.33,194.45,10540.42
1761421500000,194.45,194.65,194.4,194.53,9939.246
1761422400000,194.53,194.6,194.37,194.38,8680.35
1761423300000,194.38,194.64,194.3,194.51,10345.979
1761424200000,194.5,194.5,193.76,194.15,20590.421
1761425100000,194.16,194.91,194.11,194.16,24387.777
1761426000000,194.16,194.73,194.08,194.6,15962.865
1761426900000,194.61,194.79,194.32,194.42,9672.012
1761427800000,194.41,194.47,193.94,193.94,13587.55
1761428700000,193.95,194.39,193.83,194.38,8338.772
1761429600000,194.39,194.39,194.0,194.08,9294.402
1761430500000,194.07,194.37,193.93,194.14,7945.233
1761431400000,194.14,194.44,194.13,194.34,4135.241
1761432300000,194.34,194.72,194.25,194.51,5808.378
1761433200000,194.51,194.74,194.27,194.7,7100.448
1761434100000,194.7,194.73,194.13,194.27,7969.568
1761435000000,194.26,194.26,194.01,194.02,4226.801
1761435900000,194.02,194.16,193.83,193.84,8008.253
1761436800000,193.84,193.86,193.13,193.47,15724.648
1761437700000,193.48,194.06,193.48,194.02,10723.954
1761438600000,194.02,194.36,193.95,194.16,8848.311
1761439500000,194.15,194.31,193.26,193.3,12780.29
1761440400000,193.29,193.66,193.16,193.56,15155.32
1761441300000,193.56,193.73,193.33,193.43,8085.666
1761442200000,193.44,193.66,193.32,193.56,5638.627
1761443100000,193.56,193.66,192.31,192.84,25674.064
1761444000000,192.84,192.98,192.49,192.78,10870.688
1761444900000,192.77,193.08,192.59,192.98,21145.931
1761445800000,192.99,193.13,192.53,192.57,9754.982
1761446700000,192.57,192.63,191.9,192.28,27766.643
1761447600000,192.27,192.37,192.02,192.31,15697.993
1761448500000,192.3,192.98,192.22,192.97,11740.885
1761449400000,192.97,193.07,192.66,192.71,7003.096
1761450300000,192.71,193.0,192.61,192.97,6827.525
1761451200000,192.98,193.37,192.85,193.34,7007.542
1761452100000,193.35,193.5,193.22,193.24,7364.741
1761453000000,193.24,193.35,193.13,193.2,5293.06
1761453900000,193.19,193.36,192.81,192.9,16658.413
1761454800000,192.89,193.17,192.73,193.14,9202.579
1761455700000,193.13,193.38,193.04,193.34,7613.014
1761456600000,193.34,193.65,193.24,193.63,7404.567
1761457500000,193.63,193.78,193.61,193.64,10384.465
1761458400000,193.64,193.77,193.55,193.71,12122.584
1761459300000,193.7,194.05,193.51,194.04,10851.776
1761460200000,194.05,194.08,193.84,193.96,10551.853
1761461100000,193.95,194.18,193.84,194.07,12793.407
1761462000000,194.07,194.31,194.01,194.21,11816.829
1761462900000,194.2,194.28,193.85,193.88,11190.289
1761463800000,193.87,194.3,193.85,194.19,7539.387
1761464700000,194.19,194.29,193.85,193.86,9647.403
1761465600000,193.85,194.11,193.73,193.96,14866.639
1761466500000,193.96,194.08,193.73,194.08,5916.538
1761467400000,194.07,194.21,193.89,194.11,11125.766
1761468300000,194.11,194.43,194.08,194.35,11713.211
1761469200000,194.34,194.37,193.95,193.96,7737.076
1761470100000,193.96,196.14,193.96,196.1,94723.95
1761471000000,196.1,196.43,195.38,195.86,62709.268
1761471900000,195.87,196.06,195.38,195.96,31811.809
1761472800000,195.96,196.11,195.26,195.66,27387.881
1761473700000,195.67,195.71,195.27,195.42,14053.375
1761474600000,195.42,195.42,194.6,194.93,54630.592
1761475500000,194.93,195.13,194.77,194.8,33462.863
1761476400000,194.81,195.13,194.34,194.77,22754.528
1761477300000,194.78,196.0,194.77,195.96,32741.051
1761478200000,195.96,197.4,195.96,197.15,77921.446
1761479100000,197.15,197.9,196.76,197.75,101212.075
1761480000000,197.74,198.24,197.62,197.99,91867.18
1761480900000,198.0,198.4,197.18,197.34,43975.328
1761481800000,197.35,197.66,196.91,196.92,26337.598
1761482700000,196.93,198.22,196.92,198.01,44042.163
1761483600000,198.01,198.35,197.64,197.68,24304.933
1761484500000,197.68,198.77,197.53,198.71,29170.043
1761485400000,198.7,199.65,198.41,199.09,63499.619
1761486300000,199.08,199.66,198.72,199.07,61305.676
1761487200000,199.07,199.5,198.84,199.32,28394.455
1761488100000,199.31,199.96,198.69,199.03,80022.344
1761489000000,199.04,199.48,198.87,199.26,27241.667
1761489900000,199.26,199.33,198.82,198.86,22296.401
1761490800000,198.86,199.24,198.56,198.85,33583.004
